MAE,MSE,MEDIAN,PZ,best_model_path,model_name,spearman_correlation
9.485803901583692,132.2786947721334,8.858017325401306,GLOBAL,/home/adamczykb/rnaquanet/checkpoints/RNAQuANet-lociparse_less_features_dataset__all_tuplet/370595680354796830/76cd101af9b7429aa971c308fc5475d3/checkpoints/epoch=4-step=26505.ckpt,"Lociparse less features, contrastive loss",-0.043123419442924464
22.087689610627983,517.1620062097477,21.682904481887817,7,/home/adamczykb/rnaquanet/checkpoints/RNAQuANet-lociparse_less_features_dataset__all_tuplet/370595680354796830/76cd101af9b7429aa971c308fc5475d3/checkpoints/epoch=4-step=26505.ckpt,"Lociparse less features, contrastive loss",0.3131563220353453
12.1542842762143,181.59279480108117,13.656976699829105,35,/home/adamczykb/rnaquanet/checkpoints/RNAQuANet-lociparse_less_features_dataset__all_tuplet/370595680354796830/76cd101af9b7429aa971c308fc5475d3/checkpoints/epoch=4-step=26505.ckpt,"Lociparse less features, contrastive loss",0.3737556561085973
11.343566650489592,166.8667549977285,9.89041519165039,32,/home/adamczykb/rnaquanet/checkpoints/RNAQuANet-lociparse_less_features_dataset__all_tuplet/370595680354796830/76cd101af9b7429aa971c308fc5475d3/checkpoints/epoch=4-step=26505.ckpt,"Lociparse less features, contrastive loss",0.45027583948409206
20.003873723745347,411.8947094652598,20.492915630340576,22,/home/adamczykb/rnaquanet/checkpoints/RNAQuANet-lociparse_less_features_dataset__all_tuplet/370595680354796830/76cd101af9b7429aa971c308fc5475d3/checkpoints/epoch=4-step=26505.ckpt,"Lociparse less features, contrastive loss",0.4646616541353384
10.258365773019337,122.85131119819542,9.35036301612854,8,/home/adamczykb/rnaquanet/checkpoints/RNAQuANet-lociparse_less_features_dataset__all_tuplet/370595680354796830/76cd101af9b7429aa971c308fc5475d3/checkpoints/epoch=4-step=26505.ckpt,"Lociparse less features, contrastive loss",0.23652864435621104
3.513576109358605,26.263734745910956,2.5401687622070312,25,/home/adamczykb/rnaquanet/checkpoints/RNAQuANet-lociparse_less_features_dataset__all_tuplet/370595680354796830/76cd101af9b7429aa971c308fc5475d3/checkpoints/epoch=4-step=26505.ckpt,"Lociparse less features, contrastive loss",0.26422294172062905
12.097613560452182,169.47423155322588,11.860339641571045,37,/home/adamczykb/rnaquanet/checkpoints/RNAQuANet-lociparse_less_features_dataset__all_tuplet/370595680354796830/76cd101af9b7429aa971c308fc5475d3/checkpoints/epoch=4-step=26505.ckpt,"Lociparse less features, contrastive loss",0.22413523548954464
11.674932356803648,174.16601221865434,12.127102553844452,18,/home/adamczykb/rnaquanet/checkpoints/RNAQuANet-lociparse_less_features_dataset__all_tuplet/370595680354796830/76cd101af9b7429aa971c308fc5475d3/checkpoints/epoch=4-step=26505.ckpt,"Lociparse less features, contrastive loss",0.30543174435295006
7.383098963428946,76.4893037561919,6.621097683906556,9,/home/adamczykb/rnaquanet/checkpoints/RNAQuANet-lociparse_less_features_dataset__all_tuplet/370595680354796830/76cd101af9b7429aa971c308fc5475d3/checkpoints/epoch=4-step=26505.ckpt,"Lociparse less features, contrastive loss",0.08815889992360579
9.742093250558183,109.08481786666013,9.785224080085753,38,/home/adamczykb/rnaquanet/checkpoints/RNAQuANet-lociparse_less_features_dataset__all_tuplet/370595680354796830/76cd101af9b7429aa971c308fc5475d3/checkpoints/epoch=4-step=26505.ckpt,"Lociparse less features, contrastive loss",0.09669011477230653
3.068719055917528,25.51832602048649,1.8063970804214482,28,/home/adamczykb/rnaquanet/checkpoints/RNAQuANet-lociparse_less_features_dataset__all_tuplet/370595680354796830/76cd101af9b7429aa971c308fc5475d3/checkpoints/epoch=4-step=26505.ckpt,"Lociparse less features, contrastive loss",-0.12724290951186573
9.272444304773362,105.13977544236701,9.645922183990479,19,/home/adamczykb/rnaquanet/checkpoints/RNAQuANet-lociparse_less_features_dataset__all_tuplet/370595680354796830/76cd101af9b7429aa971c308fc5475d3/checkpoints/epoch=4-step=26505.ckpt,"Lociparse less features, contrastive loss",-0.03512565751022795
10.710789528760044,141.49944387314736,11.92770957946778,36,/home/adamczykb/rnaquanet/checkpoints/RNAQuANet-lociparse_less_features_dataset__all_tuplet/370595680354796830/76cd101af9b7429aa971c308fc5475d3/checkpoints/epoch=4-step=26505.ckpt,"Lociparse less features, contrastive loss",0.46390374331550804
7.924142140453145,93.07062696594573,8.233636856079103,21,/home/adamczykb/rnaquanet/checkpoints/RNAQuANet-lociparse_less_features_dataset__all_tuplet/370595680354796830/76cd101af9b7429aa971c308fc5475d3/checkpoints/epoch=4-step=26505.ckpt,"Lociparse less features, contrastive loss",-0.2775569842197546
8.505836139406476,79.30066752322267,8.737635612487793,23,/home/adamczykb/rnaquanet/checkpoints/RNAQuANet-lociparse_less_features_dataset__all_tuplet/370595680354796830/76cd101af9b7429aa971c308fc5475d3/checkpoints/epoch=4-step=26505.ckpt,"Lociparse less features, contrastive loss",0.03417366946778712
8.174438785623622,95.01688303682829,6.225750446319584,15,/home/adamczykb/rnaquanet/checkpoints/RNAQuANet-lociparse_less_features_dataset__all_tuplet/370595680354796830/76cd101af9b7429aa971c308fc5475d3/checkpoints/epoch=4-step=26505.ckpt,"Lociparse less features, contrastive loss",0.6746331236897274
9.778268732130527,106.09351978511835,10.142671465873718,14Bound,/home/adamczykb/rnaquanet/checkpoints/RNAQuANet-lociparse_less_features_dataset__all_tuplet/370595680354796830/76cd101af9b7429aa971c308fc5475d3/checkpoints/epoch=4-step=26505.ckpt,"Lociparse less features, contrastive loss",0.07440476190476189
5.2565469940503435,36.744532867577654,4.6891961097717285,29,/home/adamczykb/rnaquanet/checkpoints/RNAQuANet-lociparse_less_features_dataset__all_tuplet/370595680354796830/76cd101af9b7429aa971c308fc5475d3/checkpoints/epoch=4-step=26505.ckpt,"Lociparse less features, contrastive loss",0.1868725868725869
3.4584304213523867,21.117172117528973,2.622422933578491,20,/home/adamczykb/rnaquanet/checkpoints/RNAQuANet-lociparse_less_features_dataset__all_tuplet/370595680354796830/76cd101af9b7429aa971c308fc5475d3/checkpoints/epoch=4-step=26505.ckpt,"Lociparse less features, contrastive loss",0.2324805339265851
1.3945780396461487,4.741664400001355,0.7835894823074341,4,/home/adamczykb/rnaquanet/checkpoints/RNAQuANet-lociparse_less_features_dataset__all_tuplet/370595680354796830/76cd101af9b7429aa971c308fc5475d3/checkpoints/epoch=4-step=26505.ckpt,"Lociparse less features, contrastive loss",0.2004449388209121
1.9708508650461833,6.182408593127984,1.9392491579055786,1,/home/adamczykb/rnaquanet/checkpoints/RNAQuANet-lociparse_less_features_dataset__all_tuplet/370595680354796830/76cd101af9b7429aa971c308fc5475d3/checkpoints/epoch=4-step=26505.ckpt,"Lociparse less features, contrastive loss",-0.3142857142857143
2.151371876398722,12.784470983370037,0.14006876945495605,2,/home/adamczykb/rnaquanet/checkpoints/RNAQuANet-lociparse_less_features_dataset__all_tuplet/370595680354796830/76cd101af9b7429aa971c308fc5475d3/checkpoints/epoch=4-step=26505.ckpt,"Lociparse less features, contrastive loss",1.0
