pred,id,rms,file_path
8.4939117,PZ14Bound_AdamiakPostExp_1.pdb,0,/data/output/PZ14Bound_AdamiakPostExp_1.pdb
8.6636467,PZ14Bound_AdamiakPostExp_2.pdb,0,/data/output/PZ14Bound_AdamiakPostExp_2.pdb
8.3152628,PZ14Bound_AdamiakPreExp_1.pdb,0,/data/output/PZ14Bound_AdamiakPreExp_1.pdb
8.4683609,PZ14Bound_AdamiakPreExp_2.pdb,0,/data/output/PZ14Bound_AdamiakPreExp_2.pdb
8.5579128,PZ14Bound_BujnickiPostExp_1.pdb,0,/data/output/PZ14Bound_BujnickiPostExp_1.pdb
7.4920616,PZ14Bound_BujnickiPostExp_2.pdb,0,/data/output/PZ14Bound_BujnickiPostExp_2.pdb
9.2955379,PZ14Bound_BujnickiPostExp_3.pdb,0,/data/output/PZ14Bound_BujnickiPostExp_3.pdb
7.8136101,PZ14Bound_BujnickiPostExp_4.pdb,0,/data/output/PZ14Bound_BujnickiPostExp_4.pdb
7.9943695,PZ14Bound_BujnickiPostExp_5.pdb,0,/data/output/PZ14Bound_BujnickiPostExp_5.pdb
7.9092669,PZ14Bound_BujnickiPreExp_1.pdb,0,/data/output/PZ14Bound_BujnickiPreExp_1.pdb
7.9749312,PZ14Bound_BujnickiPreExp_2.pdb,0,/data/output/PZ14Bound_BujnickiPreExp_2.pdb
7.7596517,PZ14Bound_BujnickiPreExp_3.pdb,0,/data/output/PZ14Bound_BujnickiPreExp_3.pdb
7.1500411,PZ14Bound_BujnickiPreExp_4.pdb,0,/data/output/PZ14Bound_BujnickiPreExp_4.pdb
7.3068514,PZ14Bound_BujnickiPreExp_5.pdb,0,/data/output/PZ14Bound_BujnickiPreExp_5.pdb
7.8489771,PZ14Bound_BujnickiPreExp_6.pdb,0,/data/output/PZ14Bound_BujnickiPreExp_6.pdb
9.8875694,PZ14Bound_BujnickiPreExp_7.pdb,0,/data/output/PZ14Bound_BujnickiPreExp_7.pdb
8.8138504,PZ14Bound_ChenPostExp_1.pdb,0,/data/output/PZ14Bound_ChenPostExp_1.pdb
8.8682327,PZ14Bound_ChenPostExp_10.pdb,0,/data/output/PZ14Bound_ChenPostExp_10.pdb
9.8010635,PZ14Bound_ChenPostExp_2.pdb,0,/data/output/PZ14Bound_ChenPostExp_2.pdb
9.0126495,PZ14Bound_ChenPostExp_3.pdb,0,/data/output/PZ14Bound_ChenPostExp_3.pdb
9.8521118,PZ14Bound_ChenPostExp_4.pdb,0,/data/output/PZ14Bound_ChenPostExp_4.pdb
9.1845455,PZ14Bound_ChenPostExp_5.pdb,0,/data/output/PZ14Bound_ChenPostExp_5.pdb
9.3254185,PZ14Bound_ChenPostExp_6.pdb,0,/data/output/PZ14Bound_ChenPostExp_6.pdb
9.2557220,PZ14Bound_ChenPostExp_7.pdb,0,/data/output/PZ14Bound_ChenPostExp_7.pdb
9.2426224,PZ14Bound_ChenPostExp_8.pdb,0,/data/output/PZ14Bound_ChenPostExp_8.pdb
9.0754719,PZ14Bound_ChenPostExp_9.pdb,0,/data/output/PZ14Bound_ChenPostExp_9.pdb
6.9283400,PZ14Bound_DasPostExp_1.pdb,0,/data/output/PZ14Bound_DasPostExp_1.pdb
6.3097105,PZ14Bound_DasPostExp_10.pdb,0,/data/output/PZ14Bound_DasPostExp_10.pdb
6.9591765,PZ14Bound_DasPostExp_2.pdb,0,/data/output/PZ14Bound_DasPostExp_2.pdb
6.8770099,PZ14Bound_DasPostExp_3.pdb,0,/data/output/PZ14Bound_DasPostExp_3.pdb
7.0248342,PZ14Bound_DasPostExp_4.pdb,0,/data/output/PZ14Bound_DasPostExp_4.pdb
6.5654197,PZ14Bound_DasPostExp_5.pdb,0,/data/output/PZ14Bound_DasPostExp_5.pdb
7.1692290,PZ14Bound_DasPostExp_6.pdb,0,/data/output/PZ14Bound_DasPostExp_6.pdb
6.6847358,PZ14Bound_DasPostExp_7.pdb,0,/data/output/PZ14Bound_DasPostExp_7.pdb
6.4556136,PZ14Bound_DasPostExp_8.pdb,0,/data/output/PZ14Bound_DasPostExp_8.pdb
7.1068568,PZ14Bound_DasPostExp_9.pdb,0,/data/output/PZ14Bound_DasPostExp_9.pdb
7.1692290,PZ14Bound_DasPreExp_1.pdb,0,/data/output/PZ14Bound_DasPreExp_1.pdb
7.1068568,PZ14Bound_DasPreExp_10.pdb,0,/data/output/PZ14Bound_DasPreExp_10.pdb
6.6847363,PZ14Bound_DasPreExp_2.pdb,0,/data/output/PZ14Bound_DasPreExp_2.pdb
6.4556136,PZ14Bound_DasPreExp_3.pdb,0,/data/output/PZ14Bound_DasPreExp_3.pdb
7.6023207,PZ14Bound_DasPreExp_4.pdb,0,/data/output/PZ14Bound_DasPreExp_4.pdb
6.3097105,PZ14Bound_DasPreExp_5.pdb,0,/data/output/PZ14Bound_DasPreExp_5.pdb
6.4190269,PZ14Bound_DasPreExp_6.pdb,0,/data/output/PZ14Bound_DasPreExp_6.pdb
7.2659049,PZ14Bound_DasPreExp_7.pdb,0,/data/output/PZ14Bound_DasPreExp_7.pdb
6.6080065,PZ14Bound_DasPreExp_8.pdb,0,/data/output/PZ14Bound_DasPreExp_8.pdb
6.5960479,PZ14Bound_DasPreExp_9.pdb,0,/data/output/PZ14Bound_DasPreExp_9.pdb
8.5813541,PZ14Bound_DingPostExp_1.pdb,0,/data/output/PZ14Bound_DingPostExp_1.pdb
9.2851772,PZ14Bound_DingPostExp_10.pdb,0,/data/output/PZ14Bound_DingPostExp_10.pdb
8.4055882,PZ14Bound_DingPostExp_2.pdb,0,/data/output/PZ14Bound_DingPostExp_2.pdb
8.3391609,PZ14Bound_DingPostExp_3.pdb,0,/data/output/PZ14Bound_DingPostExp_3.pdb
9.3339710,PZ14Bound_DingPostExp_4.pdb,0,/data/output/PZ14Bound_DingPostExp_4.pdb
8.4517937,PZ14Bound_DingPostExp_5.pdb,0,/data/output/PZ14Bound_DingPostExp_5.pdb
7.6107125,PZ14Bound_DingPostExp_6.pdb,0,/data/output/PZ14Bound_DingPostExp_6.pdb
8.4637451,PZ14Bound_DingPostExp_7.pdb,0,/data/output/PZ14Bound_DingPostExp_7.pdb
8.7416706,PZ14Bound_DingPostExp_8.pdb,0,/data/output/PZ14Bound_DingPostExp_8.pdb
8.9379807,PZ14Bound_DingPostExp_9.pdb,0,/data/output/PZ14Bound_DingPostExp_9.pdb
8.6237030,PZ14Bound_DingPreExp_1.pdb,0,/data/output/PZ14Bound_DingPreExp_1.pdb
9.1010075,PZ14Bound_DingPreExp_2.pdb,0,/data/output/PZ14Bound_DingPreExp_2.pdb
8.1605473,PZ14Bound_DingPreExp_3.pdb,0,/data/output/PZ14Bound_DingPreExp_3.pdb
9.0359802,PZ14Bound_DingPreExp_4.pdb,0,/data/output/PZ14Bound_DingPreExp_4.pdb
8.7565212,PZ14Bound_DingPreExp_5.pdb,0,/data/output/PZ14Bound_DingPreExp_5.pdb
8.9296150,PZ14Bound_DingPreExp_6.pdb,0,/data/output/PZ14Bound_DingPreExp_6.pdb
8.8048992,PZ14Bound_DingPreExp_7.pdb,0,/data/output/PZ14Bound_DingPreExp_7.pdb
9.1940670,PZ14Bound_DingPreExp_8.pdb,0,/data/output/PZ14Bound_DingPreExp_8.pdb
12.0520725,PZ15_3dRNAAS2_1.pdb,0,/data/output/PZ15_3dRNAAS2_1.pdb
12.0661888,PZ15_3dRNAAS2_10.pdb,0,/data/output/PZ15_3dRNAAS2_10.pdb
12.0899391,PZ15_3dRNAAS2_2.pdb,0,/data/output/PZ15_3dRNAAS2_2.pdb
12.0208588,PZ15_3dRNAAS2_3.pdb,0,/data/output/PZ15_3dRNAAS2_3.pdb
12.0332108,PZ15_3dRNAAS2_4.pdb,0,/data/output/PZ15_3dRNAAS2_4.pdb
12.0116234,PZ15_3dRNAAS2_5.pdb,0,/data/output/PZ15_3dRNAAS2_5.pdb
12.0707512,PZ15_3dRNAAS2_6.pdb,0,/data/output/PZ15_3dRNAAS2_6.pdb
12.0460186,PZ15_3dRNAAS2_7.pdb,0,/data/output/PZ15_3dRNAAS2_7.pdb
12.0563202,PZ15_3dRNAAS2_8.pdb,0,/data/output/PZ15_3dRNAAS2_8.pdb
12.0634842,PZ15_3dRNAAS2_9.pdb,0,/data/output/PZ15_3dRNAAS2_9.pdb
10.6204281,PZ15_Adamiak_1.pdb,0,/data/output/PZ15_Adamiak_1.pdb
10.5541000,PZ15_Adamiak_10.pdb,0,/data/output/PZ15_Adamiak_10.pdb
9.8360596,PZ15_Adamiak_2.pdb,0,/data/output/PZ15_Adamiak_2.pdb
9.7933006,PZ15_Adamiak_3.pdb,0,/data/output/PZ15_Adamiak_3.pdb
9.9400940,PZ15_Adamiak_4.pdb,0,/data/output/PZ15_Adamiak_4.pdb
10.1992455,PZ15_Adamiak_5.pdb,0,/data/output/PZ15_Adamiak_5.pdb
10.1006508,PZ15_Adamiak_6.pdb,0,/data/output/PZ15_Adamiak_6.pdb
10.2103901,PZ15_Adamiak_7.pdb,0,/data/output/PZ15_Adamiak_7.pdb
10.4972439,PZ15_Adamiak_8.pdb,0,/data/output/PZ15_Adamiak_8.pdb
10.9755249,PZ15_Adamiak_9.pdb,0,/data/output/PZ15_Adamiak_9.pdb
10.3592453,PZ15_Chen_1.pdb,0,/data/output/PZ15_Chen_1.pdb
11.4925995,PZ15_Chen_10.pdb,0,/data/output/PZ15_Chen_10.pdb
9.9819565,PZ15_Chen_2.pdb,0,/data/output/PZ15_Chen_2.pdb
10.0333595,PZ15_Chen_3.pdb,0,/data/output/PZ15_Chen_3.pdb
11.1549416,PZ15_Chen_4.pdb,0,/data/output/PZ15_Chen_4.pdb
10.5267963,PZ15_Chen_5.pdb,0,/data/output/PZ15_Chen_5.pdb
11.8130493,PZ15_Chen_6.pdb,0,/data/output/PZ15_Chen_6.pdb
11.7279835,PZ15_Chen_7.pdb,0,/data/output/PZ15_Chen_7.pdb
11.1468868,PZ15_Chen_8.pdb,0,/data/output/PZ15_Chen_8.pdb
11.8052101,PZ15_Chen_9.pdb,0,/data/output/PZ15_Chen_9.pdb
