member,
6I1V_1_A-B
1EJZ_1_A-B
6MXQ_2_A
1EKZ_1_B
1ESY_10_A
2N4L_1_A
4A4U_1_A
8PXS_1_R
5XH7_1_B-C-D
5XH6_1_B-C-D
5B43_1_B-C-D
5E81_1_1K
5EL6_1_1L
5EL4_1_1K
5IB8_1_1K
5IB7_1_1K
5E7K_1_1K
5EL4_1_1L
5EL6_1_1K
5EL7_1_1K
5E81_1_1L
5E7K_1_1L
5IB7_1_1L
5EL7_1_1L
5EL5_1_1K
5EL5_1_1L
7D6Z_1_4
5UYQ_1_Y
5UYP_1_Y
5JTE_1_AW
5UYN_1_Y
7D80_1_Z
7N1P_1_Pt
7N2U_1_Pt
7N30_1_Pt
7N31_1_Pt
7N2C_1_Pt
8FON_1_QV
8FON_1_XV
8FOM_1_QV
8FOM_1_XV
7ZTA_1_PTR1
8BF7_1_5
8BH4_1_5
8BHJ_1_5
8BHN_1_5
6NOA_1_A
9GUU_1_X
9GUP_1_X
9GUT_1_X
9GUV_1_X
9GUX_1_X-7-6
9GUW_1_X-6-7
9GUS_1_X
1F6U_1_B
6AAU_1_A
6VAR_5_A
6PK9_10_A
6XWJ_6_A
5XI1_1_A-S
5AH5_1_D
5AH5_1_C
6G99_1_A
4XW1_1_C
7DD4_1_A
7JU1_11_X
7K4L_4_A
8QIE_1_8
8QHU_1_8
7OYB_1_51-81
7OYA_1_51-81
8AZW_1_C
8B2L_1_C3
8QIE_1_5
8QHU_1_5
8Q87_1_B5-B8
8Q7Z_1_B5-B8
6FQR_1_C
2QH4_1_A
7M50_1_bb
3X1L_1_Chain_idI
1M5K_1_B-A
1M5K_1_E-D
1M5O_1_B-A
1M5P_1_B-A-M
1M5P_1_E-D-P
1M5O_1_E-D
1M5V_1_B-A-M
1M5V_1_E-D-P
2QKB_1_Chain_idC
6PPV_1_H
2J0S_1_E
2J0Q_1_E
2J0Q_1_H
1ET4_1_A
1ET4_1_C
1ET4_1_B
1ET4_1_D
1ET4_1_E
1DDY_1_C
1DDY_1_G
1DDY_1_A
1DDY_1_E
1Y27_1_X
1D6K_1_B
7ZAP_1_B
7Q4L_1_B
1R2P_4_A
7QA2_1_A
7K16_1_P
5BZU_1_B
8CF2_1_A-B
2O33_1_A
2OOM_12_A-B
2PCV_3_A
8FCS_11_A
1H0Q_1_A-B
7UMC_2_A
1KIS_1_A
1A51_1_A
1AFX_1_A
1TOB_1_A
1AJU_10_A
1AUD_27_B
1B36_5_A
1BVJ_14_A
1CQ5_1_A
1CQL_1_A
1E95_1_A
1R7Z_11_A
1RFR_1_A
1S34_13_A
1SY4_1_A
7RQ5_1_A-B
1TJZ_1_A
1U3K_1_A
1UUU_1_A
2N6X_1_A
2N82_13_A
2RU7_1_A
2RU7_1_B
2RQJ_1_B
2RQJ_1_A
2RSK_1_A
2RSK_1_B
2KOC_1_A
6BY5_4_A
6BY4_10_A
2KPC_9_A
2KPV_6_A
2KRP_8_A
2KRY_10_A
2L1F_11_B
2L1F_11_A
2L3E_10_A
2MIS_1_A
2L5Z_11_A
2LA5_1_A
2LBJ_1_A
2LBL_8_A
2LDT_1_A
8Q87_1_B7
8Q7Z_1_B7
2LKR_5_A
2LU0_1_A
2LUN_1_A
2LWK_15_A
2M12_10_A
2M1V_1_Chain_idA
2M22_14_A
2M24_10_A
8K8B_1_A
2M8K_1_A
2MF0_11_G
2MFH_1_D
2MI0_1_B
2MKK_1_B
2MQT_1_A
2N3R_12_A
1FL8_12_A
1FYP_11_A
1LDZ_9_A
2LDZ_1_A
484D_10_B
1I3Y_1_A
9BCI_1_A
4BY9_1_A-W-X
4BY9_1_B-Y-Z
2RPT_1_A
2RVO_1_A
2JR4_1_A
2JRQ_1_A
2JSG_10_A
2JXV_2_A
8SCH_1_A
8THV_10_A
2KE6_1_A
2KUV_8_A
2KUU_10_A
2KUR_6_A
8U3M_1_A
5AOR_1_C
5AOR_1_D
2GM0_7_A-B
5W0O_1_C-D
2JUK_13_A
1YNC_3_A
1IKD_1_A
9CPJ_11_A-B
1MT4_1_A
9DLL_1_A-B
1N66_13_A
1NBR_3_A
1NTT_1_Chain_idA
1NTS_1_A-B
1NTQ_1_Chain_idA
9FO9_1_A
1NZ1_1_A
1SYZ_13_A
6VZC_1_A
1AJL_1_A-B
1OSW_10_A
1JTW_1_A
1K5I_1_A
1KIS_1_B
2GRW_9_A
2GV3_1_A
2GVO_10_A
1Z2J_11_A
2ADC_1_B
2AP0_1_A
2I7Z_1_B
2I7Z_1_A
2ADT_1_B
2ADT_1_A
2I7E_1_B
2I7E_1_A
2AWQ_8_A
2ES5_10_A
2EUY_1_A
2FEY_1_A
6WXY_1_A
4WTM_1_T-P
3V6Y_1_B
9C69_1_C
5W3V_1_E-F
6Y50_1_2
5MQF_1_2-6
6Y5Q_1_2
6Y53_1_2
7ABI_1_2-6
7Q3L_1_2
7EVO_1_H
8HK1_1_H
8I0T_1_H-F
8I0U_1_H-F
7ONB_1_H-G
8I0S_1_H-F
8I0R_1_H-F-G
8I0V_1_H-F-G
8I0P_1_H-F-G
8H6J_1_2A-6A
7VPX_1_H-I
8CH6_1_f-d-g
5Z58_1_H-F-G
5Z56_1_H-F-G
5Z57_1_H-F-G
7ABH_1_2
4IQX_1_B-C
3KNA_1_B-C
3KMS_1_B-C
3KLV_1_B-C
2KF0_1_A
2KEZ_1_A
5IEM_1_A
5KMZ_1_A
5N5C_11_A
5U9B_1_B
2NC1_1_A
6GZK_10_A
6GZR_1_A
6HYK_7_A
6I1W_1_A-B
6SDW_2_B
1UTD_1_1
6K84_1_A
6U79_1_A
5ELR_1_B
8I9V_1_C3
8I9T_1_C3
8PV7_1_C3
8PV1_1_C3
8PV3_1_C3
8PV4_1_C3
8PVK_1_C3
3NPQ_1_A
3NPQ_1_C
3NPQ_1_B
3NPN_1_A
6TQA_1_G
6TQA_1_E
6TQA_1_F
6TQA_1_H
5V2R_1_A-B
5UF3_1_A
6FYY_1_1
6FYX_1_1
3J81_1_1
6GSM_1_1
6GSN_1_1
6ZU9_1_1
6TB3_1_n
7B7D_1_Sm
7B7D_1_Sn
6TNU_1_n
7NRC_1_Sn
7NRD_1_Sn
5OA3_1_1
1YFG_1_A
8CAS_1_1
8K82_1_C5
8RW1_1_1
8S8D_1_1
8S8E_1_1
8S8F_1_1
8S8G_1_1
8S8H_1_1
8S8I_1_1
8S8J_1_1
8UTI_1_n
8UT0_1_n
8S8K_1_1
8T2Y_1_tA
8T2Y_1_tP
8T2Z_1_tA
8T2Z_1_tP
8T2X_1_tA
8T2X_1_tP
8Z70_1_t
8XU8_1_s
8XU8_1_t
8Z71_1_t
8YLD_1_s
8YLD_1_t
8YLR_1_t
8YLR_1_u
8AUV_1_B
6N8F_4_A-B
1ELH_3_B-A
7M50_1_n-Y
2VAZ_1_A
7MLX_1_R
7O7Z_1_AH
6XXB_1_A
1F7G_10_A
1F84_1_A
2CJK_1_B
1FEQ_11_A
5XTM_1_D
6VA4_10_A-B
6VVJ_13_A
5XTM_1_B
5WWE_1_B
7UGA_1_A
1A4T_11_A
1A60_10_A
7V06_2_A
1AM0_1_A
9H45_1_Q
1AQO_13_A
1BIV_1_A
1BYJ_1_A
1PBR_1_A
4V8N_1_CV
4V8N_1_AY
4V8N_1_AV
4V8N_1_CY
4V8N_1_AW
4V8N_1_CW
8HTZ_1_X
3OIN_1_C
7PLI_1_G
8A98_1_8
8A3W_1_8
8OVJ_1_8
8RXH_1_L8
8RXX_1_L8
6T59_1_23
5LZS_1_2
5LZV_1_2
6GZ5_1_Bv
5LZZ_1_2
5LZW_1_2
6GZ4_1_Bv
6GZ3_1_Bv
6MTB_1_2
5LZX_1_2
5LZT_1_2
6FRK_1_2
3JAH_1_2
6HCF_1_23
3JAG_1_2
3JAI_1_2
6FTI_1_q
5LZU_1_2
6HCM_1_23
3JAJ_1_3
3JAN_1_3
7NWI_1_2
7TM3_1_q
7TUT_1_q
8P2K_1_AT
8SCB_1_2
8VFT_1_2
6R7G_1_R
8ENK_1_N
2BH2_1_D
2BH2_1_C
3NNC_1_B
7RZZ_1_B
8SJ7_1_B
8HBA_1_B
8HBA_1_A
8HB8_1_A
1BYX_13_Chain_idA
6SZU_1_V-M
7Q6L_1_A
1QWB_1_A
7QDD_1_A
1R3X_10_C
1R7W_1_A
1S9S_1_A
7T1O_10_A
2N7X_10_A
2N8V_7_X
2NBY_1_A
8CQ1_1_A
2KX8_1_A
8BE0_1_M-R
7R1F_1_M-R
5A0T_1_E
5A0T_1_F
2JWV_10_A
2JYF_1_B
2JYF_1_A
2JYH_1_B
2JYH_1_A
2JYJ_1_A
2JYJ_1_B
5Y6Z_1_B-C
5Y6Z_1_F-G
7NHN_1_B
8A57_1_B
8A5I_1_B
8A63_1_B
8SCF_10_A
2K5Z_1_A
2KHY_1_A
2KMJ_1_A
2KP3_1_A-B
2KU0_1_A
1T2R_1_B
2N0J_10_A
2MXS_16_A
2KXM_1_A
1D0U_1_A
1DRN_1_A-B
1NAO_1_Chain_idA
1DHH_1_A-B
7EIU_1_C
7EIU_1_D
1QC8_3_A
2O32_13_A
2PCW_13_A-B
2JTP_1_A
4K4S_1_F-G
4K4S_1_B-C
4K4T_1_B-C
4K4T_1_F-G
7QTL_1_R-M
7PZY_1_A
7Q0F_1_A
7Q0P_1_A
7Q08_1_A
7Q0R_1_A
8Q5I_1_A
8C3A_1_CM
8C3A_1_B
8CQ7_1_CM
8CQ7_1_B
8CRE_1_CM
8CRE_1_B
8CQW_1_CM
8CQW_1_B
8OEQ_1_CM
8OEQ_1_B
8OH6_1_B
8OH6_1_CM
8OGJ_1_A
8OI5_1_CM
8OI5_1_B
8OJ3_1_CM
8OJ3_1_B
4KRE_1_R
7NDJ_1_C
2LBR_3_A
7A3Y_1_A-B
2LDL_10_A
2LQZ_1_A
2LVY_11_A-B
5LWJ_1_A
1ATO_1_A
6SDY_1_B
2M18_1_A
2M18_1_B
2M18_1_C
2M18_1_D
2M21_10_A
2M4W_3_A
2M58_5_A
2ATW_1_B
2ATW_1_D
2MI0_1_A
2MKI_1_B
2MQP_1_B
2MF1_1_G
2MTK_18_A
2N3Q_1_A
2N6W_7_A
2MFC_1_B
2MFC_1_D
1HJI_1_A
1QFQ_1_A
2L2J_1_A
2L5D_1_B
2L8H_1_A
2L9E_5_A
2LBK_3_A
2MFF_1_B
2MFF_1_D
2MFH_1_B
4P97_1_A-B
4P97_1_C-D
1PBM_1_A-B
1G3A_1_A-B
1T4L_1_A
2LUP_1_A
2LBS_1_A
1JWC_1_A
1JU7_1_A
2MTJ_1_A
2L3C_1_B
5HJZ_1_C
5MWI_1_A
6FPX_1_D
4XWW_1_E
4P5J_1_A
8I3Z_1_B-A
8HB1_1_B-A
8HB3_1_B-A
6PPQ_1_H
6GC5_1_E
6GC5_1_F
6GC5_1_H
4PCJ_1_A
4FNJ_1_A
7ECN_1_A-B
7ECN_1_C-D
7ECM_1_A-B
7ECM_1_C-D
6TPQ_1_V
7AQC_1_B
7AS8_1_B
7AQD_1_B
6TNN_1_V
6HA1_1_B
7AS9_1_B
6HA8_1_B
6PPF_1_B
5NJT_1_V
3J9W_1_BB
6HTQ_1_B
6PPK_1_B
3J3V_1_B
7OPE_1_B
7O5B_1_Y
7QV2_1_B
7QV1_1_B
7QV3_1_B
7QGU_1_B
7QH4_1_B
8BUU_1_B
8QPP_1_Y
8R55_1_Y
8QCQ_1_B
8S1P_1_B
8S1U_1_B
9BSS_1_B
9BS0_1_B
9C7A_1_B
7K5L_1_R
5XI1_1_A-S
2MS5_1_A-S
2LAC_1_A
2LA9_1_A
2LBQ_7_A
2DD1_1_A-B
1XV0_1_A-B
4XW0_1_A-B
7KUN_1_A-B
5DET_1_P
2XLK_1_C
2XLK_1_D
2XLI_1_B
2XLJ_1_B
4AL6_1_B
2M4Q_6_1
1FYO_1_A
7L0Z_1_G
5OB3_1_A
6BGB_1_A-B
6BGB_1_C
7M2V_1_T-k
7M2V_1_yy-zz
6U8D_1_A
6U8K_1_B
6U8K_1_A
6U8K_1_C
5EIM_1_C
5EIM_1_D
6A6J_1_D
6A6J_1_B
6A6L_1_D
7M2V_1_S-h
7M2V_1_ff-xx
7M2V_1_P-e
7M2V_1_TT-i
7M2V_1_U
7M2V_1_X-m
7M2V_1_V-ww
7M2V_1_Y-n
5BKL_1_X-m
7M2T_1_RR-ii
7M2T_1_Q-f
7Y2B_1_S
7Y2P_1_A-B
5YTS_1_B
5Z4A_1_B
8GWB_1_M
4NKU_1_D
4NKU_1_H
9CA4_1_G
1CWP_1_E
2V6W_1_A-B
1UVM_1_D
1UVM_1_E
1UVM_1_F
6F4H_1_B
6F4H_1_F
7VNV_1_A
7VNV_1_B
7VNW_1_A
7VNW_1_B
2XS5_1_D
2XS5_1_C
430D_1_A
1C04_1_F
1Q96_1_A
1Q96_1_B
1Q96_1_C
1Q93_1_C
1Q93_1_A
1Q93_1_B
7LNE_1_A-B
7LNF_1_A-B
7LNG_1_A-B
5NXT_1_U
7S3A_1_B
2LV0_1_A
2GBH_1_A
6WLH_15_B
6GE1_1_A
6GE1_1_B
6GE1_1_C
6GE1_1_D
2MQV_1_B
6ZQG_1_D4
7ACT_1_B
1YMO_11_A
2K95_1_A
2K96_1_A
1SLO_1_A
1SLP_1_A
6MCI_1_A
6MCF_2_A
6R47_1_A
1BZT_1_A
1BZ3_1_A
1A9L_1_A
2A9L_1_A
2XFM_1_B
8X0S_1_B
8X0S_1_A
1LPW_1_B-A
1A4D_1_A-B
6N8H_1_A-B
2MS0_8_B
1P5P_1_A
1P5O_2_A
6VU1_1_A
6VA2_1_A-B
2MN0_2_A
1I9F_2_A
1ETG_14_A
1ETF_1_A
1I9K_1_A
1I9K_1_B
1I9K_1_C
1I9K_1_D
1MUV_1_A-B
1MV2_1_A-B
1MV1_1_A-B
1MV6_1_A-B
8I45_1_A
8I46_1_A
8J9P_1_E
8J9P_1_G
8J8H_1_E
8J9G_1_E
8JAY_1_O
8JAY_1_E
8JAY_1_G
8JAY_1_K
7JNH_1_B-A
5X3Z_1_B
1WTT_1_A
1WTS_1_A
1XSG_1_A
1XST_1_A
1RAU_1_A
1RAU_1_B
1RAU_1_C
1RAU_1_D
4BKK_1_A
2LPT_1_A
2LPS_1_A
2F88_1_A
8I43_1_A
8I44_1_A
2NCR_1_A-S
2NCQ_1_A-S
5ZWM_1_B
5ZWO_1_B
3JCM_1_F
5NRL_1_5
6FYY_1_2
6FYX_1_2
6UZ7_1_2
3JAM_1_2
3J80_1_2
3J81_1_2
5IT9_1_2
6GSM_1_2
4V92_1_A2
3JAP_1_2
6GSN_1_2
8I7J_1_2
2MFE_1_D
2MFE_1_B
2MFG_1_B
2MFG_1_D
2KZL_2_A
1BJ2_1_A-B
2BJ2_1_A-B
1SCL_4_A
5UZZ_1_A
2JPP_1_C
2JPP_1_D
7T1N_7_A
7T1P_1_A
28SR_1_A
28SP_1_A
2N8L_1_B
2KBP_1_A
2KBP_1_B
1F5U_1_A
1F5U_1_B
2U2A_1_A
1U2A_1_A
3PGW_1_R
3PGW_1_N
3CW1_1_x
3CW1_1_w
3CW1_1_V
3CW1_1_v
8R08_1_1
6QX9_1_1-2-6-I
7B0Y_1_a-P-N-T
7VPX_1_L-K
2N6S_1_A
6BG9_1_A-B
1CQL_10_A
1CQ5_1_A
2MXY_1_B
7D12_1_A
2L3J_1_B
8R0A_1_2
8R08_1_2
8QXD_1_2
2JQ7_3_B
2KUW_2_A
8FW4_1_Z
2N8M_1_B
6VZ5_1_7
7NSI_1_AX
5XJC_1_H-F
7W5A_1_H-F
7W59_1_H-F
7W5B_1_H-F
8C6J_1_2-6-I
6ICZ_1_H-F-G
6QDV_1_2-6-I
9FMD_1_2-6
8P0G_1_V-R
8P0B_1_V
8P0U_1_V
8WML_1_R
8WM4_1_R
8WMC_1_R
8WMI_1_R
8P0B_1_R
8P0U_1_R
9FHL_1_2
9FRA_1_2
9FY0_1_2
9FSF_1_2
9FRK_1_2
9FS6_1_2
9FRL_1_2
9FS8_1_2
6EZ0_1_A
3I62_1_B
3I5Y_1_B
3I61_1_B
3I5X_1_B
2VQF_1_X
2YJY_1_C
2YJY_1_D
3GM7_1_G-H
1ZEV_1_A-B
6YMC_1_A
6YMC_1_B
6OZP_1_c
6OZP_1_d
6OZS_1_c
6OZS_1_d
2M23_1_A
3C3Z_1_A-B
2OIY_1_A-B
462D_1_A-B
1NLC_1_A-B
3C44_1_A-B
1O3Z_1_A-B
3C7R_1_A-B
3C5D_1_A-B
2OJ0_1_A-B
1Y73_1_A-B
1Y99_1_A-B
3DVV_1_A-B
1Y90_1_A-B
1WVD_1_A-B
1Y6T_1_A-B
2OIJ_1_A-B
1Y95_1_A-B
3FAR_1_A-B
1Y6S_1_A-B
2MVY_1_1-2
2LI4_1_A
6S0X_1_a
5NGM_1_Aa
7NHL_1_a
7NHM_1_a
6YEF_1_a
6S13_1_a
5ND8_1_a
5ND9_1_a
7KWG_1_a
5LI0_1_a
5T7V_1_A
5TCU_1_A
6FXC_1_Ba
6FXC_1_Aa
7ASP_1_X
7ASO_1_X
7BGD_1_a
7BGE_1_a
7P48_1_a
8BH6_1_a
8BH7_1_a
8BYV_1_a
8P2G_1_a
8P2F_1_a
8P2H_1_a
8Y38_1_a
8Y39_1_a
9GHG_1_a
9GHH_1_a
5O60_1_A
5ZET_1_A
6DZP_1_A
6DZI_1_A
5ZEB_1_A
5XYM_1_A
5ZEP_1_A
7S0S_1_C
7XAM_1_A
7Y41_1_A
8FR8_1_A
8V9L_1_A
8V9K_1_A
8V9J_1_A
8WHX_1_A
8WHY_1_A
8WI8_1_A
8WI7_1_A
8WIB_1_A
8WIC_1_A
8KAB_1_A
8XZ3_1_A
5O61_1_A
8VR4_1_A
8VK0_1_A
8VIO_1_A
8VK7_1_A
8VRL_1_A
8VKI_1_A
8VKW_1_A
8VR8_1_A
9B1Y_1_Y
9B24_1_Y
9B1X_1_Y
9B1W_1_Y
6XWW_1_A
8Y7E_1_H
4D25_1_D
4D26_1_D
6KUG_1_B
6KTC_1_V
9B84_1_F
6AZ1_1_1
5T2A_1_2
5OSG_1_2
8QIE_1_S1
8QHU_1_S1
6IZP_1_A
6HPJ_1_A
6KYV_1_G
6KYV_1_C
6KYV_1_E
6KYV_1_A
6KYV_1_K
6KYV_1_I
9BH5_1_A7
9CAI_1_A7
5LYS_1_B
5LYV_1_B
5LYS_1_A
5LYU_1_B
5LYU_1_A
5LYV_1_A
1O9M_1_A-B
2ET8_1_A-B
2F4U_1_A-B
2HEM_1_A
1LMV_1_B-A
2MKN_1_B-C
3BO0_1_E
3BO1_1_E
8UYL_4_A
8UYK_21_A
8UYM_23_A
8UYS_12_A
8VCI_2_A
4V3P_1_S3
4V7E_1_Af
6P7Q_1_E
6P7Q_1_F
6P7Q_1_D
7YNC_1_B-C
7YNB_1_B-C
7YND_1_B
7YN9_1_B
7YNA_1_B-C
1VY7_1_CV
8K2Z_1_A
8K2Z_1_B
9G7C_5_A
7XUE_1_R-A-B
4V49_1_AU
4V4P_1_B1
4V6I_1_CC
4V6M_1_AX
3J0O_1_g-G
3J0L_1_g-G
3J0Q_1_g-G
3J0P_1_g-G
7SAM_1_A
8ZMH_1_A
2XEA_1_R
2OM3_1_R
8QZS_1_2-6-Z
8RM5_1_z
8SA6_1_A-B
3JCN_1_z
1CGM_1_I
8YNY_1_W-J-I-K
4CXG_1_Y
4CXH_1_Y
3J45_1_1
3J46_1_1
3BO1_1_F
3BO0_1_F
3W1K_1_F
3W1K_1_I
3W1K_1_J
3W1K_1_G
3W1K_1_H
2WW9_1_D
2WWA_1_D
4CXG_1_1
4CXH_1_1
6K0B_1_V
6K0B_1_U
4CXG_1_c
4CXH_1_c
7JQQ_1_O
7JQQ_1_L
7JQQ_1_M
7JQQ_1_N
7JQQ_1_K
6QYZ_1_A
6QYZ_1_D
6QYZ_1_E
6QYZ_1_B
6QYZ_1_C
1ZN1_1_C
1ZN0_1_C
1FOQ_1_B
1FOQ_1_A
1FOQ_1_C
1FOQ_1_E
1FOQ_1_D
8RC2_1_H-I-J
8S36_1_H-I-J
8S35_1_H-I-J
8S37_1_H-I-J
6QW6_1_4
6QX9_1_4
6AHD_1_I-H-F
5O9Z_1_4-2-6
6AH0_1_I-H-F
3JCR_1_M
8Q7N_1_4
8QO9_1_4
8H6L_1_4A
8H6K_1_4A
8H6E_1_4A
8H6J_1_4A
8QOZ_1_4
8QPE_1_4
8QP8_1_4
8QPB_1_4
8QPA_1_4
8QZS_1_4
8R09_1_4
8QP9_1_4
8R0B_1_4
8QPK_1_4
8R0A_1_4
8R08_1_4
8RM5_1_4
8QXD_1_4
6SXO_1_L8
8ONY_1_8
7OLC_1_2
7OLD_1_2
7Z3N_1_2
7Z3O_1_2
8OO0_1_2
7KVU_1_G
7KVT_1_B
7KVV_1_D
7VPZ_1_Q
6AZ3_1_4
3JCS_1_4
2NBX_1_A
7PTS_1_A
3J5Y_1_D
4V5Z_1_BM
3IY8_1_A
7SLP_1_R
2X7N_1_A
4V5Z_1_BE
8QIE_1_3
8QHU_1_3
2OM7_1_B
4V5Z_1_BI
4V5Z_1_BX
3EQ4_1_Y
5VH7_1_A-B
2IXY_1_A
8FNI_1_m
6R9M_1_B
7OLC_1_3
7OLD_1_3
7Z3N_1_3
7Z3O_1_3
8OO0_1_3
8PV6_1_C3
8PVL_1_C3
7XUI_1_R-B
8AC0_1_Chain_idR
8ACP_1_Chain_idR
8ABY_1_Chain_idR
7SS9_1_4
2NPY_1_A-B
5UZT_1_A
7VTN_1_B
1UVL_1_B
1UVL_1_F
1UVL_1_D
7ZNK_1_2
7ZNK_1_4
5TCU_1_D
5TCU_1_E
8PJ6_1_7_RMjhU0Y
8RG0_1_7_GeE9RYz
8WT6_1_F-E-I-J-G-H
8WT9_1_F-E-G-J-H-I
8WT7_1_F-I-J
2AHT_1_A
4V6W_1_BC
6XU7_1_B
4V5Z_1_BV
4V5Z_1_BO
3J0O_1_7
3J0L_1_7
3J0Q_1_7
3J0P_1_7
4V5Z_1_BN
5DH6_1_A
5DI4_1_A
5DQK_1_A
5EAO_1_A
5DH7_1_A
5DI2_1_A
5DH8_1_A
5EAQ_1_A
4CXG_1_a
4CXH_1_a
1UUD_1_B
3J0E_1_B
3J0D_1_C
2J37_1_A
2GO5_1_A
3BO1_1_D
3BO0_1_D
7OQE_1_2
7OQB_1_2
4V49_1_B9
4V4A_1_B9
4V4G_1_FA
4V4G_1_JA
4V4G_1_BA
4V4G_1_DA
4V4G_1_HA
4CXG_1_b
4CXH_1_b
7PHC_1_6
7PHC_1_8
8JTJ_1_B-C-D
8KAL_1_A-C-D
8KAL_1_Chain_idE
8KAK_1_A-C-D
8KAK_1_E-G-H
8KAG_1_A-C
8KAM_1_A-C-D
8UMF_1_Chain_idB-Chain_idD
2MXL_1_A
6D06_1_B-C
7KFN_1_B-C
5ED2_1_E-F
5ED2_1_B-C
6N8I_1_A-B
8XTS_1_A
8XTQ_1_A
8XTR_1_B-A
8X9K_1_A
8X9M_1_A
8XTP_1_B-A
8X9O_1_A
8X9N_1_A
8X9L_1_A
8X9Q_1_A
2WW9_1_F
2WWA_1_F
3J0E_1_e-E
3J0D_1_h-H
3J0E_1_C
3J0D_1_D
8Y9J_1_K
4V5Z_1_BS
4V5Z_1_BL
4V5Z_1_AG
2R1G_1_A
6OJ6_1_T-U
7NT6_1_Z
7NT6_1_X
4V4B_1_B3
8CDV_1_B
4CXH_1_x
7ELD_1_B
4V6U_1_A0
1RY1_1_N-M
4V8Y_1_CN
5C0W_1_N
7S7B_1_H
4FRN_1_B
4FRN_1_A
4BS2_1_B
